Título,Director,Integrantes,Estado,Tipo de proyecto,Descripción,Institución,Fecha de inicio,Fecha de finalización,Enlace,Código
"Pasado, presente. Afectos testimonios y archivos en la cultura argentina contemporánea","Oberti, Alejandra - Visconti, Marcela","Jurovietzky, Silvia - Dominguez Rubio, Nora - Saporosi, Lucas Gerardo - Kratje, Julia - Alvarez, Victoria - Alarcón, Fernanda - Martinelli, Lucas - Szurmuk, Mónica - Arnés, Laura - Smiraglia, Romina - Peller, Mariela
",vigente,UBACYT,"El proyecto se propone estudiar los diversos (literarios, fílmicos y testimoniales) de manifestación y visibilización de los afectos, sus representaciones sociales y sus formas concretas de expresión en el marco de la cultura argentina en la segunda mitad del siglo XX hasta el presente (aunque el corpus se extiende en algunos puntos hacia otros países de la región), atravesado fuertemente por la violencia  en sus diferentes expresiones. El marco de referencia general en que se inscribe el proyecto pone el foco en las múltiples expresiones de la afectividad y su uso en distintos discursos sociales, centrales hoy en los debates que la ubican como tema relevante en el campo de la sociología e historia social y cultural, y en particular en los textos que indagan y problematizan las relaciones de género y las figuraciones de la sexualidad, su representación social (en testimonios y archivos) literaria (poesía, narrativa), performática (artes escénicas) y visual (cine, fotografía, video). Asumiendo la dimensión afectiva como central en la construcción de las identidades contemporáneas, nos proponemos revisar los rastros de experiencias e intervenciones culturales considerando también sus modos de conservación y reapropiación desde las ciencias sociales y humanas, desde la construcción de un archivo de sentimientos que interroga el concepto de lo público. Un archivo en el cual son centrales las representaciones de los géneros y las sexualidades, así como los usos de la voz testimonial (en un sentido muy amplio, compuesta por una polifonía de diferentes voces de enunciación que dan cuenta de una experiencia). Se adoptará una estrategia comparada de análisis, que permita pensar discursos e imágenes en relación con series contemporáneas en las que intervienen diversas producciones visuales, el teatro, la literatura y el testimonio en sus diferentes formas.",Instituto de Investigación de Estudios de Género; Facultad de Filosofía y Letras; Universidad de Buenos Aires,2018,2021,http://genero.institutos.filo.uba.ar/node/665,S/D
Pasado / Presente. Tecnologías y políticas del cuerpo en la cultura latinoamericana contemporánea,"Amado, Ana - Oberti, Alejandra","Jurovietzky, Silvia - Dominguez Rubio, Nora - Kratje, Julia - Alvarez, Victoria - Alarcón, Fernanda - Visconti, Marcela - Martinelli, Lucas - Szurmuk, Mónica - Arnés, Laura - Smiraglia, Romina - Peller, Mariela",finalizado,UBACYT,S/D,Instituto de Investigación de Estudios de Género; Facultad de Filosofía y Letras; Universidad de Buenos Aires,2014,2017,http://genero.institutos.filo.uba.ar/proyecto/pasado-presente-tecnolog%C3%ADas-y-pol%C3%ADticas-del-cuerpo-en-la-cultura-latinoamericana,S/D
Variaciones sobre los espacios del terror en la literatura argentina (1970-2012),"Torre, Claudia",S/D,finalizado,FNA,S/D,Instituto de Literatura Hispanoamericana; Facultad de Filosofía y Letras; Universidad de Buenos Aires,2013,2014,http://ilh.institutos.filo.uba.ar/proyecto/variaciones-sobre-los-espacios-del-terror-en-la-literatura-argentina-1970-2012,S/D
"Lenguas indígenas del gran chaco: estudios descriptivos, tipológico-comparativos y sociolingüísticos","MESSINEO, Cristina",,vigente,UBACYT,S/D,Facultad de Filosofía y Letras; Universidad de Buenos Aires,2020,2022,S/D,20020190100166BA
Teoría y descripción de la variación gramatical,"KORNFELD, Laura Malena",,vigente,UBACYT,S/D,Facultad de Filosofía y Letras; Universidad de Buenos Aires,2020,2022,S/D,20020190100145BA
Representar el páthos. Dinámicas emocionales y regulaciones afectivas en los testimonios literarios e iconográficos de la antigua Grecia,"BUIS, Emiliano Jerónimo","RODRÍGUEZ, Elsa",vigente,UBACYT,S/D,Facultad de Filosofía y Letras; Universidad de Buenos Aires,2020,2022,S/D,20020190100205BA
Procesamiento del lenguaje oral y escrito: instrumentos de evaluación y estrategias de intervención,"JAICHENCO, Virginia","SEVILLA, Yamila",vigente,UBACYT,"El estudio de los procesos mentales que subyacen al rendimiento lingüístico de hablantes adultos y niños competentes (Psicolingüística) y de personas que presentan alteraciones en sus habilidades lingüísticas debidas a trastornos o anomalías de origen neurológico (Neurolingüística) constituye las disciplinas centrales en las que está inscripto este plan de trabajo. Estas disciplinas proveen métodos para inferir, a partir de conductas observables, los aspectos subyacentes del procesamiento lingüístico, de modo tal de construir y validar las hipótesis y los modelos teóricos postulados. La evaluación es un factor determinante para el diagnóstico y el tratamiento de las dificultades lingüísticas. En nuestro medio, la mayoría de las baterías de evaluación resultan limitadas en cuanto a la capacidad de detección de problemas, ya que cuentan con pocas pruebas que evalúen aspectos específicos. Además, las mismas cuentan con fundamentos lingüísticos teóricos y psicolingüísticos que carecen de parámetros objetivos. Por otro lado, y como consecuencia de la falta de disponibilidad de instrumentos de evaluación adecuados en español, son escasos los planes de intervención debidamente fundados que circulan tanto en el ámbito clínico como en el psicopegagógico yeducativo. Como objetivo general este proyecto se plantea diseñar instrumentos de evaluación de aspectos específicos del procesamiento de lenguaje oral y escrito. Asimismo, se propone construir un conjunto de materiales que permitan la intervención en estos mismos aspectos. La evidencia recogida nos permitirá avanzar en las investigaciones en curso sobre los procesos psicolingüísticos subyacentes y las representaciones que median estos procesos, así como tambiénen las discusiones en torno a las patologías lingüísticas en lo referente al procesamiento morfosintáctico y de la lectura, específicamente. El presente proyecto posee un potencial de transferencia significativo en los ámbitos de la educación, en especial en el ámbito de la alfabetización inicial, y de la salud, en el diseño de herramientas de evaluación de la lectura y del lenguaje en general y de materiales para tratamiento e intervención en el ámbito educativo.",Facultad de Filosofía y Letras; Universidad de Buenos Aires,2020,2022,S/D,20020190100187BA
El intelectual humanista y los saberes en el renacimiento II,"CIORDIA, Martín","SFORZA, Nora",vigente,UBACYT,S/D,Facultad de Filosofía y Letras; Universidad de Buenos Aires,2020,2022,S/D,20020190100262BA
"Estudio analítico y comparativo de la teoría y crítica literaria argentina a partir de 1950: problemas, correspondencias e insistencias","VITAGLIANO, Miguel",,vigente,UBACYT,S/D,Facultad de Filosofía y Letras; Universidad de Buenos Aires,2020,2022,S/D,20020190100248BA
"Traducir, interpretar, 'transpensar'. Leer a homero en el español hispanoamericano del siglo XXI (continuación II)","CRESPO, María Inés",,vigente,UBACYT,S/D,Facultad de Filosofía y Letras; Universidad de Buenos Aires,2020,2022,S/D,20020190100047BA
"Memorias discursivas encontradas, ethos y antiethos en vigiladores y vigilados. El archivo ""prefectura"", el de la Dirección de Inteligencia de la Policía de la Provincia de Buenos Aires y Testimonios del archivo oral- Comisión Provincial por la Memoria","VITALE, María Alejandra","BONILLA NEIRA, LAURA CRISTINA; CHIAVARINO, NICOLÁS ALEJANDRO; FERRESSINI GERPE,CAROLINA PAULA; KLEMEN, TOMÁS FEDERICO; 
MAGNANEGO,FLORENCIA; PALACIN, MILENA LUCIA; COLMAN, ALEX DARÍO;  FIGUEROA, MARIA VICTORIA; MINARDI, ADRIANA ELIZABETH; DAGATTI, MARIANO JESÚS; BETTENDORFF, MARÍA ELSA; BETTENDORFF, PAULINA;
ROMERO, FACUNDO; ",vigente,UBACYT,"El archivo del Servicio de Inteligencia de Prefectura Zona Mar Argentino Norte (SIPNA) fue creado en 1951 y cerrado en1998, desde 2009 está bajo la custodia de la Comisión Provincial por la Memoria (CPM) y su consulta se hizo pública en2010. La Dirección de Inteligencia de la Policía de la Provincia de Buenos Aires (DIPBA) fue creada en 1956 y disuelta en 1998; en 2000 el edificio donde funcionó y su archivo fueron cedidos a la CPM y en 2003 se abrió su consulta pública. El Archivo Oral de la CPM, de carácter público, fue creado a partir de 2008 por la propia CPM. En el marco del análisis del discurso francófono, el equipo que presenta este proyecto ha estudiado al grupo productor del archivo DIPBA como comunidad discursiva y ha contrastado este archivo con el de la Dirección de Informaciones (DGI) de la Provincia de Santa Fe. Para profundizar en el conocimiento sobre los denominados archivos de la represión y contrastar la discursividad de los agentes de inteligencia con la de vigilados y víctimas, este proyecto plantea los siguientes objetivos particulares: 1. Caracterizar y comparar las memorias discursivas en el archivo SIPNA, de la DIPBA y en testimonios de vigilados y víctimas reunidos en el Archivo Oral de la CPM, 2. Describir y contrastar el ethos y el antiethos en los discursos del archivo SIPNA, de la DIPBA y de los vigilados y víctimas del Archivo Oral de la CPM. 3. Comparar las narraciones y argumentaciones en aquellas discursividades en torno a ciertos acontecimientos clave y su relación con las memorias discursivas, el ethos y el antiethos.",Facultad de Filosofía y Letras; Universidad de Buenos Aires,2020,2022,S/D,20020190100276BA
Intergenericidad en la épica latina tardoantigua: variaciones y desplazamientos tipológicos en el desarrollo de la ficción narrativa; sus proyecciones medievales.,"PÉGOLO, Liliana",,vigente,UBACYT,S/D,Facultad de Filosofía y Letras; Universidad de Buenos Aires,2020,2022,S/D,20020190100064BA
"Temporalidades en conflicto: prácticas artísticas de la ruina, el anacronismo y el presentismo.","QUINTANA, Isabel",,vigente,UBACYT,S/D,Facultad de Filosofía y Letras; Universidad de Buenos Aires,2020,2022,S/D,20020190100109BA
